@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
221,'2017/11/01 22:00:21:573',1,1,0,0.982418,0.109804,0.171924,0.412667,0.945266,0.083828,0.210086
222,'2017/11/01 22:00:21:598',1,1,0,0.982418,0.105882,0.171924,0.412667,0.945266,0.083828,0.210086
223,'2017/11/01 22:00:21:623',1,1,0,0.982418,0.105882,0.171924,0.412667,0.945266,0.083828,0.210086
224,'2017/11/01 22:00:21:652',1,1,0,0.982173,0.109804,0.171924,0.412667,0.945266,0.083828,0.210086
225,'2017/11/01 22:00:21:674',1,1,0,0.982173,0.105882,0.171924,0.412667,0.945266,0.083828,0.210086
226,'2017/11/01 22:00:21:698',1,1,0,0.982662,0.109804,0.171924,0.412667,0.945266,0.083828,0.210086
227,'2017/11/01 22:00:28:026',2,1,0.006838,0.023199,0.541176,0.225313,0.232663,0.191986,0.560456,0.617136
228,'2017/11/01 22:00:28:056',2,1,0.006838,0.023199,0.541176,0.225313,0.232663,0.191986,0.560456,0.617136
229,'2017/11/01 22:00:28:082',2,1,0.006593,0.023932,0.545098,0.225313,0.232663,0.191986,0.560456,0.617136
230,'2017/11/01 22:00:28:111',2,1,0.006838,0.02442,0.556863,0.225313,0.232663,0.191986,0.560456,0.617136
231,'2017/11/01 22:00:28:143',2,1,0.007082,0.02442,0.560784,0.225313,0.232663,0.191986,0.560456,0.617136
232,'2017/11/01 22:00:28:148',2,1,0.006838,0.025153,0.552941,0.225313,0.232663,0.191986,0.560456,0.617136
233,'2017/11/01 22:00:28:175',2,1,0.007326,0.024908,0.560784,0.225313,0.232663,0.191986,0.560456,0.617136
234,'2017/11/01 22:00:28:208',2,1,0.007326,0.02442,0.576471,0.225313,0.232663,0.191986,0.560456,0.617136
235,'2017/11/01 22:00:28:230',2,1,0.007326,0.02442,0.576471,0.225313,0.232663,0.191986,0.560456,0.617136
236,'2017/11/01 22:00:28:258',2,1,0.007326,0.024664,0.568627,0.225313,0.232663,0.191986,0.560456,0.617136
237,'2017/11/01 22:00:28:273',2,1,0.007326,0.024908,0.572549,0.225313,0.232663,0.191986,0.560456,0.617136
238,'2017/11/01 22:00:28:309',2,1,0.007082,0.025153,0.576471,0.225313,0.232663,0.191986,0.560456,0.617136
239,'2017/11/01 22:00:28:339',2,1,0.006593,0.024908,0.560784,0.225313,0.232663,0.191986,0.560456,0.617136
240,'2017/11/01 22:00:28:349',2,1,0.006105,0.025153,0.556863,0.225313,0.232663,0.191986,0.560456,0.617136
241,'2017/11/01 22:00:28:373',2,1,0.006593,0.024664,0.560784,0.225313,0.232663,0.191986,0.560456,0.617136
242,'2017/11/01 22:00:28:409',2,1,0.006838,0.02442,0.564706,0.225313,0.232663,0.191986,0.560456,0.617136
243,'2017/11/01 22:00:28:430',2,1,0.006349,0.024908,0.560784,0.225313,0.232663,0.191986,0.560456,0.617136
244,'2017/11/01 22:00:28:460',2,1,0.006593,0.024908,0.564706,0.225313,0.232663,0.191986,0.560456,0.617136
245,'2017/11/01 22:00:28:488',2,1,0.006838,0.024664,0.568627,0.225313,0.232663,0.191986,0.560456,0.617136
246,'2017/11/01 22:00:28:522',2,1,0.006838,0.024908,0.568627,0.225313,0.232663,0.191986,0.560456,0.617136
247,'2017/11/01 22:00:28:524',2,1,0.006593,0.025397,0.560784,0.225313,0.232663,0.191986,0.560456,0.617136
248,'2017/11/01 22:00:28:569',2,1,0.007326,0.025153,0.576471,0.225313,0.232663,0.191986,0.560456,0.617136
249,'2017/11/01 22:00:28:573',2,1,0.007082,0.025153,0.576471,0.225313,0.232663,0.191986,0.560456,0.617136
250,'2017/11/01 22:00:28:598',2,1,0.005861,0.025885,0.556863,0.225313,0.232663,0.191986,0.560456,0.617136
251,'2017/11/01 22:00:28:623',2,1,0.006838,0.025397,0.568627,0.225313,0.232663,0.191986,0.560456,0.617136
252,'2017/11/01 22:00:28:654',2,1,0.007326,0.024664,0.580392,0.225313,0.232663,0.191986,0.560456,0.617136
253,'2017/11/01 22:00:28:685',2,1,0.00757,0.024664,0.580392,0.225313,0.232663,0.191986,0.560456,0.617136
254,'2017/11/01 22:00:28:700',2,1,0.00757,0.024664,0.580392,0.225313,0.232663,0.191986,0.560456,0.617136
255,'2017/11/01 22:00:28:723',2,1,0.00757,0.024664,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
256,'2017/11/01 22:00:28:753',2,1,0.00757,0.024664,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
257,'2017/11/01 22:00:28:778',2,1,0.007326,0.025153,0.580392,0.225313,0.232663,0.191986,0.560456,0.617136
258,'2017/11/01 22:00:28:810',2,1,0.007326,0.025397,0.584314,0.225313,0.232663,0.191986,0.560456,0.617136
259,'2017/11/01 22:00:28:823',2,1,0.007326,0.025153,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
260,'2017/11/01 22:00:28:848',2,1,0.007326,0.025397,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
261,'2017/11/01 22:00:28:873',2,1,0.007326,0.025397,0.584314,0.225313,0.232663,0.191986,0.560456,0.617136
262,'2017/11/01 22:00:28:899',2,1,0.007326,0.025397,0.584314,0.225313,0.232663,0.191986,0.560456,0.617136
263,'2017/11/01 22:00:28:923',2,1,0.007326,0.025397,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
264,'2017/11/01 22:00:28:952',2,1,0.007326,0.025397,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
265,'2017/11/01 22:00:28:978',2,1,0.007326,0.025153,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
266,'2017/11/01 22:00:29:005',2,1,0.00757,0.024908,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
267,'2017/11/01 22:00:29:035',2,1,0.00757,0.024908,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
268,'2017/11/01 22:00:29:068',2,1,0.007326,0.025153,0.584314,0.225313,0.232663,0.191986,0.560456,0.617136
269,'2017/11/01 22:00:29:086',2,1,0.007326,0.025397,0.584314,0.225313,0.232663,0.191986,0.560456,0.617136
270,'2017/11/01 22:00:29:098',2,1,0.007326,0.025641,0.584314,0.225313,0.232663,0.191986,0.560456,0.617136
271,'2017/11/01 22:00:29:123',2,1,0.007082,0.025397,0.576471,0.225313,0.232663,0.191986,0.560456,0.617136
272,'2017/11/01 22:00:29:155',2,1,0.007326,0.025397,0.584314,0.225313,0.232663,0.191986,0.560456,0.617136
273,'2017/11/01 22:00:29:186',2,1,0.007326,0.025153,0.584314,0.225313,0.232663,0.191986,0.560456,0.617136
274,'2017/11/01 22:00:29:198',2,1,0.007326,0.025153,0.584314,0.225313,0.232663,0.191986,0.560456,0.617136
275,'2017/11/01 22:00:29:223',2,1,0.007326,0.025153,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
276,'2017/11/01 22:00:29:248',2,1,0.007326,0.025397,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
277,'2017/11/01 22:00:29:279',2,1,0.00757,0.025397,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
278,'2017/11/01 22:00:29:312',2,1,0.007326,0.024908,0.592157,0.225313,0.232663,0.191986,0.560456,0.617136
279,'2017/11/01 22:00:29:325',2,1,0.00757,0.025153,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
280,'2017/11/01 22:00:29:348',2,1,0.007326,0.025641,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
281,'2017/11/01 22:00:29:377',2,1,0.00757,0.025397,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
282,'2017/11/01 22:00:29:407',2,1,0.00757,0.025641,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
283,'2017/11/01 22:00:29:433',2,1,0.007326,0.025641,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
284,'2017/11/01 22:00:29:457',2,1,0.007326,0.025641,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
285,'2017/11/01 22:00:29:473',2,1,0.007326,0.025641,0.592157,0.225313,0.232663,0.191986,0.560456,0.617136
286,'2017/11/01 22:00:29:510',2,1,0.007326,0.025641,0.584314,0.225313,0.232663,0.191986,0.560456,0.617136
287,'2017/11/01 22:00:29:531',2,1,0.007326,0.025641,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
288,'2017/11/01 22:00:29:558',2,1,0.007326,0.025641,0.592157,0.225313,0.232663,0.191986,0.560456,0.617136
289,'2017/11/01 22:00:29:573',2,1,0.007326,0.025641,0.592157,0.225313,0.232663,0.191986,0.560456,0.617136
290,'2017/11/01 22:00:29:598',2,1,0.00757,0.025641,0.592157,0.225313,0.232663,0.191986,0.560456,0.617136
291,'2017/11/01 22:00:29:623',2,1,0.00757,0.025885,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
292,'2017/11/01 22:00:29:648',2,1,0.00757,0.025397,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
293,'2017/11/01 22:00:29:683',2,1,0.007814,0.025397,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
294,'2017/11/01 22:00:29:698',2,1,0.00757,0.025885,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
295,'2017/11/01 22:00:29:723',2,1,0.00757,0.026129,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
296,'2017/11/01 22:00:29:750',2,1,0.00757,0.026129,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
297,'2017/11/01 22:00:29:773',2,1,0.00757,0.026129,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
298,'2017/11/01 22:00:29:803',2,1,0.00757,0.026618,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
299,'2017/11/01 22:00:29:830',2,1,0.00757,0.026862,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
300,'2017/11/01 22:00:29:848',2,1,0.00757,0.026618,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
301,'2017/11/01 22:00:29:873',2,1,0.00757,0.026374,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
302,'2017/11/01 22:00:29:898',2,1,0.00757,0.026374,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
303,'2017/11/01 22:00:29:925',2,1,0.00757,0.025885,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
304,'2017/11/01 22:00:29:960',2,1,0.007814,0.025885,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
305,'2017/11/01 22:00:29:973',2,1,0.008059,0.025885,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
306,'2017/11/01 22:00:29:998',2,1,0.008059,0.025885,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
307,'2017/11/01 22:00:30:023',2,1,0.007814,0.025885,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
308,'2017/11/01 22:00:30:050',2,1,0.00757,0.026374,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
309,'2017/11/01 22:00:30:073',2,1,0.00757,0.026374,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
310,'2017/11/01 22:00:30:098',2,1,0.00757,0.025885,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
311,'2017/11/01 22:00:30:127',2,1,0.00757,0.026129,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
312,'2017/11/01 22:00:30:151',2,1,0.00757,0.026374,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
313,'2017/11/01 22:00:30:173',2,1,0.00757,0.026129,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
314,'2017/11/01 22:00:30:202',2,1,0.00757,0.026129,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
315,'2017/11/01 22:00:30:232',2,1,0.00757,0.026374,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
316,'2017/11/01 22:00:30:248',2,1,0.00757,0.026374,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
317,'2017/11/01 22:00:30:273',2,1,0.007814,0.026129,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
318,'2017/11/01 22:00:30:309',2,1,0.007814,0.025641,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
319,'2017/11/01 22:00:30:335',2,1,0.008059,0.025885,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
320,'2017/11/01 22:00:30:348',2,1,0.007814,0.025885,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
321,'2017/11/01 22:00:30:373',2,1,0.008059,0.025641,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
322,'2017/11/01 22:00:30:408',2,1,0.008059,0.025641,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
323,'2017/11/01 22:00:30:434',2,1,0.008059,0.025885,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
324,'2017/11/01 22:00:30:450',2,1,0.008059,0.025885,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
325,'2017/11/01 22:00:30:473',2,1,0.007814,0.025885,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
326,'2017/11/01 22:00:30:507',2,1,0.00757,0.026129,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
327,'2017/11/01 22:00:30:541',2,1,0.00757,0.026129,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
328,'2017/11/01 22:00:30:568',2,1,0.007814,0.026129,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
329,'2017/11/01 22:00:30:573',2,1,0.007814,0.025885,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
330,'2017/11/01 22:00:30:609',2,1,0.007814,0.026129,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
331,'2017/11/01 22:00:30:639',2,1,0.007814,0.026374,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
332,'2017/11/01 22:00:30:663',2,1,0.008059,0.025885,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
333,'2017/11/01 22:00:30:689',2,1,0.008059,0.025641,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
334,'2017/11/01 22:00:30:719',2,1,0.008059,0.026129,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
335,'2017/11/01 22:00:30:723',2,1,0.007814,0.026618,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
336,'2017/11/01 22:00:30:758',2,1,0.007814,0.026374,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
337,'2017/11/01 22:00:30:776',2,1,0.007814,0.026618,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
338,'2017/11/01 22:00:30:805',2,1,0.00757,0.026862,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
339,'2017/11/01 22:00:30:839',2,1,0.007814,0.026618,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
340,'2017/11/01 22:00:30:872',2,1,0.007814,0.026374,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
341,'2017/11/01 22:00:30:874',2,1,0.007814,0.026374,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
342,'2017/11/01 22:00:30:898',2,1,0.00757,0.026862,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
343,'2017/11/01 22:00:30:923',2,1,0.007814,0.026618,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
344,'2017/11/01 22:00:30:948',2,1,0.007814,0.026374,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
345,'2017/11/01 22:00:30:974',2,1,0.007814,0.026129,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
346,'2017/11/01 22:00:31:005',2,1,0.007814,0.026129,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
347,'2017/11/01 22:00:31:035',2,1,0.007814,0.025885,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
348,'2017/11/01 22:00:31:055',2,1,0.007814,0.026129,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
349,'2017/11/01 22:00:31:087',2,1,0.007814,0.026374,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
350,'2017/11/01 22:00:31:098',2,1,0.006838,0.027106,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
351,'2017/11/01 22:00:31:124',2,1,0.006838,0.026862,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
352,'2017/11/01 22:00:31:157',2,1,0.007326,0.026374,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
353,'2017/11/01 22:00:31:191',2,1,0.007326,0.026374,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
354,'2017/11/01 22:00:31:210',2,1,0.007814,0.026129,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
355,'2017/11/01 22:00:31:230',2,1,0.007814,0.025885,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
356,'2017/11/01 22:00:31:256',2,1,0.007814,0.025885,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
357,'2017/11/01 22:00:31:285',2,1,0.00757,0.026129,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
358,'2017/11/01 22:00:31:305',2,1,0.00757,0.025885,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
359,'2017/11/01 22:00:31:330',2,1,0.00757,0.025641,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
360,'2017/11/01 22:00:31:348',2,1,0.007326,0.026129,0.592157,0.225313,0.232663,0.191986,0.560456,0.617136
361,'2017/11/01 22:00:31:373',2,1,0.006838,0.026618,0.592157,0.225313,0.232663,0.191986,0.560456,0.617136
362,'2017/11/01 22:00:31:407',2,1,0.00757,0.026129,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
363,'2017/11/01 22:00:31:442',2,1,0.00757,0.025885,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
364,'2017/11/01 22:00:31:448',2,1,0.00757,0.026129,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
365,'2017/11/01 22:00:31:473',2,1,0.00757,0.026129,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
366,'2017/11/01 22:00:31:503',2,1,0.007814,0.026129,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
367,'2017/11/01 22:00:31:527',2,1,0.00757,0.026129,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
368,'2017/11/01 22:00:31:557',2,1,0.007326,0.026374,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
369,'2017/11/01 22:00:31:591',2,1,0.006838,0.026618,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
370,'2017/11/01 22:00:31:621',2,1,0.007326,0.026374,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
371,'2017/11/01 22:00:31:624',2,1,0.006838,0.026374,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
372,'2017/11/01 22:00:31:648',2,1,0.006838,0.026374,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
373,'2017/11/01 22:00:31:673',2,1,0.00757,0.026129,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
374,'2017/11/01 22:00:31:698',2,1,0.00757,0.026129,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
375,'2017/11/01 22:00:31:723',2,1,0.006838,0.026618,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
376,'2017/11/01 22:00:31:757',2,1,0.006838,0.026862,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
377,'2017/11/01 22:00:31:773',2,1,0.006838,0.026618,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
378,'2017/11/01 22:00:31:798',2,1,0.006838,0.026618,0.592157,0.225313,0.232663,0.191986,0.560456,0.617136
379,'2017/11/01 22:00:31:823',2,1,0.006838,0.026374,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
380,'2017/11/01 22:00:31:848',2,1,0.006838,0.026618,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
381,'2017/11/01 22:00:31:873',2,1,0.007326,0.026374,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
382,'2017/11/01 22:00:31:908',2,1,0.007326,0.026374,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
383,'2017/11/01 22:00:31:929',2,1,0.007326,0.026374,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
384,'2017/11/01 22:00:31:953',2,1,0.00757,0.026129,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
385,'2017/11/01 22:00:31:974',2,1,0.00757,0.026129,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
386,'2017/11/01 22:00:31:998',2,1,0.007326,0.026374,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
387,'2017/11/01 22:00:32:038',2,1,0.007326,0.026618,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
388,'2017/11/01 22:00:32:048',2,1,0.007082,0.026618,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
389,'2017/11/01 22:00:32:074',2,1,0.007082,0.026618,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
390,'2017/11/01 22:00:32:103',2,1,0.006593,0.026618,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
391,'2017/11/01 22:00:32:123',2,1,0.007326,0.026618,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
392,'2017/11/01 22:00:32:148',2,1,0.00757,0.026374,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
393,'2017/11/01 22:00:32:175',2,1,0.007082,0.026374,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
394,'2017/11/01 22:00:32:205',2,1,0.006593,0.026862,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
395,'2017/11/01 22:00:32:240',2,1,0.006838,0.027106,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
396,'2017/11/01 22:00:32:252',2,1,0.007326,0.026618,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
397,'2017/11/01 22:00:32:276',2,1,0.007082,0.026618,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
398,'2017/11/01 22:00:32:307',2,1,0.007326,0.026618,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
399,'2017/11/01 22:00:32:340',2,1,0.00757,0.026374,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
400,'2017/11/01 22:00:32:372',2,1,0.00757,0.026374,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
401,'2017/11/01 22:00:32:374',2,1,0.007082,0.026862,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
402,'2017/11/01 22:00:32:406',2,1,0.006838,0.026862,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
403,'2017/11/01 22:00:32:440',2,1,0.007326,0.026374,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
404,'2017/11/01 22:00:32:472',2,1,0.006838,0.026618,0.596078,0.225313,0.232663,0.191986,0.560456,0.617136
405,'2017/11/01 22:00:32:474',2,1,0.006593,0.026862,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
406,'2017/11/01 22:00:32:505',2,1,0.006593,0.026862,0.588235,0.225313,0.232663,0.191986,0.560456,0.617136
407,'2017/11/01 22:00:32:529',2,1,0.006593,0.026618,0.592157,0.225313,0.232663,0.191986,0.560456,0.617136
408,'2017/11/01 22:00:32:555',2,1,0.006593,0.026862,0.592157,0.225313,0.232663,0.191986,0.560456,0.617136
409,'2017/11/01 22:00:32:573',2,1,0.006593,0.027106,0.592157,0.225313,0.232663,0.191986,0.560456,0.617136
410,'2017/11/01 22:00:32:604',2,1,0.007326,0.026618,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
411,'2017/11/01 22:00:32:633',2,1,0.00757,0.026618,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
412,'2017/11/01 22:00:32:664',2,1,0.00757,0.026618,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
413,'2017/11/01 22:00:32:673',2,1,0.00757,0.026618,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
414,'2017/11/01 22:00:32:698',2,1,0.00757,0.026618,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
415,'2017/11/01 22:00:32:726',2,1,0.007326,0.026862,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
416,'2017/11/01 22:00:32:757',2,1,0.006593,0.027595,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
417,'2017/11/01 22:00:32:789',2,1,0.006593,0.02735,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
418,'2017/11/01 22:00:32:819',2,1,0.007326,0.026862,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
419,'2017/11/01 22:00:32:823',2,1,0.007326,0.026862,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
420,'2017/11/01 22:00:32:858',2,1,0.006593,0.02735,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
421,'2017/11/01 22:00:32:879',2,1,0.007326,0.026862,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
422,'2017/11/01 22:00:32:907',2,1,0.00757,0.026862,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
423,'2017/11/01 22:00:32:941',2,1,0.007326,0.026862,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
424,'2017/11/01 22:00:32:960',2,1,0.007326,0.026862,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
425,'2017/11/01 22:00:32:973',2,1,0.00757,0.026618,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
426,'2017/11/01 22:00:32:998',2,1,0.007326,0.026618,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
427,'2017/11/01 22:00:33:023',2,1,0.007326,0.026862,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
428,'2017/11/01 22:00:33:053',2,1,0.00757,0.026618,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
429,'2017/11/01 22:00:33:074',2,1,0.00757,0.026374,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
430,'2017/11/01 22:00:33:106',2,1,0.00757,0.026618,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
431,'2017/11/01 22:00:33:133',2,1,0.00757,0.026618,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
432,'2017/11/01 22:00:33:154',2,1,0.00757,0.026618,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
433,'2017/11/01 22:00:33:185',2,1,0.007326,0.026618,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
434,'2017/11/01 22:00:33:213',2,1,0.006838,0.027106,0.603922,0.225313,0.232663,0.191986,0.560456,0.617136
435,'2017/11/01 22:00:33:223',2,1,0.007326,0.026862,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
436,'2017/11/01 22:00:33:248',2,1,0.00757,0.026618,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
437,'2017/11/01 22:00:33:276',2,1,0.00757,0.026618,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
438,'2017/11/01 22:00:33:304',2,1,0.00757,0.026618,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
439,'2017/11/01 22:00:33:323',2,1,0.007814,0.026374,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
440,'2017/11/01 22:00:33:348',2,1,0.008059,0.026374,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
441,'2017/11/01 22:00:33:377',2,1,0.007814,0.026374,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
442,'2017/11/01 22:00:33:404',2,1,0.007814,0.026374,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
443,'2017/11/01 22:00:33:434',2,1,0.00757,0.026374,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
