@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
444,'2017/11/01 22:00:33:448',2,1,0.007814,0.026374,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
445,'2017/11/01 22:00:33:473',2,1,0.00757,0.026129,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
446,'2017/11/01 22:00:33:498',2,1,0.007814,0.026374,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
447,'2017/11/01 22:00:33:523',2,1,0.007814,0.026374,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
448,'2017/11/01 22:00:33:548',2,1,0.008059,0.026374,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
449,'2017/11/01 22:00:33:574',2,1,0.008059,0.025885,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
450,'2017/11/01 22:00:33:602',2,1,0.008059,0.025885,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
451,'2017/11/01 22:00:33:623',2,1,0.008059,0.026618,0.635294,0.225313,0.232663,0.191986,0.560456,0.617136
452,'2017/11/01 22:00:33:651',2,1,0.008059,0.026618,0.635294,0.225313,0.232663,0.191986,0.560456,0.617136
453,'2017/11/01 22:00:33:681',2,1,0.007814,0.026374,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
454,'2017/11/01 22:00:33:698',2,1,0.007814,0.026129,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
455,'2017/11/01 22:00:33:723',2,1,0.008059,0.026374,0.635294,0.225313,0.232663,0.191986,0.560456,0.617136
456,'2017/11/01 22:00:33:758',2,1,0.008059,0.026129,0.635294,0.225313,0.232663,0.191986,0.560456,0.617136
457,'2017/11/01 22:00:33:779',2,1,0.008059,0.026129,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
458,'2017/11/01 22:00:33:805',2,1,0.008059,0.026129,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
459,'2017/11/01 22:00:33:823',2,1,0.008303,0.026129,0.639216,0.225313,0.232663,0.191986,0.560456,0.617136
460,'2017/11/01 22:00:33:857',2,1,0.008303,0.025885,0.635294,0.225313,0.232663,0.191986,0.560456,0.617136
461,'2017/11/01 22:00:33:879',2,1,0.007814,0.025885,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
462,'2017/11/01 22:00:33:905',2,1,0.007814,0.026129,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
463,'2017/11/01 22:00:33:935',2,1,0.007814,0.026129,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
464,'2017/11/01 22:00:33:958',2,1,0.007814,0.025885,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
465,'2017/11/01 22:00:33:987',2,1,0.007814,0.025885,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
466,'2017/11/01 22:00:34:015',2,1,0.008059,0.026129,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
467,'2017/11/01 22:00:34:035',2,1,0.008059,0.026129,0.635294,0.225313,0.232663,0.191986,0.560456,0.617136
468,'2017/11/01 22:00:34:067',2,1,0.008059,0.025885,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
469,'2017/11/01 22:00:34:086',2,1,0.007814,0.025885,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
470,'2017/11/01 22:00:34:121',2,1,0.008059,0.026374,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
471,'2017/11/01 22:00:34:123',2,1,0.007814,0.026374,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
472,'2017/11/01 22:00:34:165',2,1,0.00757,0.026129,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
473,'2017/11/01 22:00:34:192',2,1,0.007814,0.026129,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
474,'2017/11/01 22:00:34:222',2,1,0.008059,0.026374,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
475,'2017/11/01 22:00:34:224',2,1,0.007814,0.026374,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
476,'2017/11/01 22:00:34:258',2,1,0.007814,0.026618,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
477,'2017/11/01 22:00:34:285',2,1,0.008059,0.026618,0.643137,0.225313,0.232663,0.191986,0.560456,0.617136
478,'2017/11/01 22:00:34:310',2,1,0.008303,0.026374,0.647059,0.225313,0.232663,0.191986,0.560456,0.617136
479,'2017/11/01 22:00:34:323',2,1,0.008547,0.026374,0.647059,0.225313,0.232663,0.191986,0.560456,0.617136
480,'2017/11/01 22:00:34:348',2,1,0.008547,0.026374,0.647059,0.225313,0.232663,0.191986,0.560456,0.617136
481,'2017/11/01 22:00:34:374',2,1,0.008547,0.026374,0.647059,0.225313,0.232663,0.191986,0.560456,0.617136
482,'2017/11/01 22:00:34:398',2,1,0.008303,0.026374,0.639216,0.225313,0.232663,0.191986,0.560456,0.617136
483,'2017/11/01 22:00:34:425',2,1,0.007814,0.026374,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
484,'2017/11/01 22:00:34:459',2,1,0.007814,0.026374,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
485,'2017/11/01 22:00:34:485',2,1,0.007814,0.026374,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
486,'2017/11/01 22:00:34:515',2,1,0.007814,0.026374,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
487,'2017/11/01 22:00:34:523',2,1,0.007814,0.026618,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
488,'2017/11/01 22:00:34:548',2,1,0.007814,0.026618,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
489,'2017/11/01 22:00:34:573',2,1,0.007814,0.026618,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
490,'2017/11/01 22:00:34:598',2,1,0.007326,0.026374,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
491,'2017/11/01 22:00:34:628',2,1,0.007326,0.026374,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
492,'2017/11/01 22:00:34:658',2,1,0.00757,0.026129,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
493,'2017/11/01 22:00:34:673',2,1,0.00757,0.026129,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
494,'2017/11/01 22:00:34:698',2,1,0.00757,0.026129,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
495,'2017/11/01 22:00:34:723',2,1,0.008059,0.026129,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
496,'2017/11/01 22:00:34:755',2,1,0.008059,0.026129,0.635294,0.225313,0.232663,0.191986,0.560456,0.617136
497,'2017/11/01 22:00:34:784',2,1,0.008059,0.026374,0.631373,0.225313,0.232663,0.191986,0.560456,0.617136
498,'2017/11/01 22:00:34:801',2,1,0.007814,0.026374,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
499,'2017/11/01 22:00:34:830',2,1,0.007814,0.026374,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
500,'2017/11/01 22:00:34:856',2,1,0.00757,0.026129,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
501,'2017/11/01 22:00:34:889',2,1,0.00757,0.026374,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
502,'2017/11/01 22:00:34:906',2,1,0.00757,0.026618,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
503,'2017/11/01 22:00:34:923',2,1,0.00757,0.026374,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
504,'2017/11/01 22:00:34:948',2,1,0.007814,0.026129,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
505,'2017/11/01 22:00:34:976',2,1,0.00757,0.026374,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
506,'2017/11/01 22:00:35:006',2,1,0.007814,0.026374,0.627451,0.225313,0.232663,0.191986,0.560456,0.617136
507,'2017/11/01 22:00:35:038',2,1,0.007814,0.026129,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
508,'2017/11/01 22:00:35:048',2,1,0.00757,0.026129,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
509,'2017/11/01 22:00:35:073',2,1,0.00757,0.026374,0.623529,0.225313,0.232663,0.191986,0.560456,0.617136
510,'2017/11/01 22:00:35:101',2,1,0.00757,0.026129,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
511,'2017/11/01 22:00:35:132',2,1,0.00757,0.026129,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
512,'2017/11/01 22:00:35:148',2,1,0.00757,0.026374,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
513,'2017/11/01 22:00:35:173',2,1,0.00757,0.026129,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
514,'2017/11/01 22:00:35:198',2,1,0.00757,0.026129,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
515,'2017/11/01 22:00:35:225',2,1,0.00757,0.026374,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
516,'2017/11/01 22:00:35:255',2,1,0.00757,0.026129,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
517,'2017/11/01 22:00:35:286',2,1,0.00757,0.025885,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
518,'2017/11/01 22:00:35:312',2,1,0.00757,0.026129,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
519,'2017/11/01 22:00:35:337',2,1,0.00757,0.026129,0.607843,0.225313,0.232663,0.191986,0.560456,0.617136
520,'2017/11/01 22:00:35:367',2,1,0.00757,0.026129,0.611765,0.225313,0.232663,0.191986,0.560456,0.617136
521,'2017/11/01 22:00:35:385',2,1,0.007814,0.026129,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
522,'2017/11/01 22:00:35:421',2,1,0.007814,0.026129,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
523,'2017/11/01 22:00:35:424',2,1,0.007814,0.026129,0.619608,0.225313,0.232663,0.191986,0.560456,0.617136
524,'2017/11/01 22:00:35:448',2,1,0.00757,0.026129,0.615686,0.225313,0.232663,0.191986,0.560456,0.617136
525,'2017/11/01 22:00:35:474',2,1,0.00757,0.026129,0.6,0.225313,0.232663,0.191986,0.560456,0.617136
526,'2017/11/01 22:00:35:502',2,1,0.007082,0.025641,0.568627,0.225313,0.232663,0.191986,0.560456,0.617136
527,'2017/11/01 22:00:50:798',3,1,0.99995,0,0,0.827508,0.48004,0.864764,0.609665,0.419739
528,'2017/11/01 22:00:50:799',3,1,0.99995,0,0,0.827508,0.48004,0.864764,0.609665,0.419739
529,'2017/11/01 22:00:50:834',3,1,0.99995,0,0,0.827508,0.48004,0.864764,0.609665,0.419739
530,'2017/11/01 22:00:50:848',3,1,0.968742,0.024908,0.082353,0.827508,0.48004,0.864764,0.609665,0.419739
531,'2017/11/01 22:00:50:884',3,1,0.969719,0.024664,0.145098,0.827508,0.48004,0.864764,0.609665,0.419739
532,'2017/11/01 22:00:50:898',3,1,0.973382,0.023199,0.266667,0.827508,0.48004,0.864764,0.609665,0.419739
533,'2017/11/01 22:00:50:928',3,1,0.971184,0.022466,0.356863,0.827508,0.48004,0.864764,0.609665,0.419739
534,'2017/11/01 22:00:50:948',3,1,0.968742,0.020024,0.415686,0.827508,0.48004,0.864764,0.609665,0.419739
535,'2017/11/01 22:00:50:973',3,1,0.968742,0.02149,0.529412,0.827508,0.48004,0.864764,0.609665,0.419739
536,'2017/11/01 22:00:51:005',3,1,0.967766,0.021734,0.603922,0.827508,0.48004,0.864764,0.609665,0.419739
537,'2017/11/01 22:00:51:042',3,1,0.96801,0.022222,0.623529,0.827508,0.48004,0.864764,0.609665,0.419739
538,'2017/11/01 22:00:51:048',3,1,0.9663,0.024176,0.678431,0.827508,0.48004,0.864764,0.609665,0.419739
539,'2017/11/01 22:00:51:076',3,1,0.963614,0.025641,0.717647,0.827508,0.48004,0.864764,0.609665,0.419739
540,'2017/11/01 22:00:51:108',3,1,0.963614,0.026374,0.737255,0.827508,0.48004,0.864764,0.609665,0.419739
541,'2017/11/01 22:00:51:134',3,1,0.962393,0.027106,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
542,'2017/11/01 22:00:51:148',3,1,0.962393,0.026618,0.756863,0.827508,0.48004,0.864764,0.609665,0.419739
543,'2017/11/01 22:00:51:173',3,1,0.961661,0.027106,0.756863,0.827508,0.48004,0.864764,0.609665,0.419739
544,'2017/11/01 22:00:51:200',3,1,0.962149,0.02735,0.760784,0.827508,0.48004,0.864764,0.609665,0.419739
545,'2017/11/01 22:00:51:223',3,1,0.962393,0.026862,0.760784,0.827508,0.48004,0.864764,0.609665,0.419739
546,'2017/11/01 22:00:51:254',3,1,0.961905,0.025885,0.737255,0.827508,0.48004,0.864764,0.609665,0.419739
547,'2017/11/01 22:00:51:282',3,1,0.962149,0.025885,0.72549,0.827508,0.48004,0.864764,0.609665,0.419739
548,'2017/11/01 22:00:51:298',3,1,0.962149,0.025885,0.733333,0.827508,0.48004,0.864764,0.609665,0.419739
549,'2017/11/01 22:00:51:323',3,1,0.962149,0.026129,0.737255,0.827508,0.48004,0.864764,0.609665,0.419739
550,'2017/11/01 22:00:51:348',3,1,0.962393,0.026374,0.741176,0.827508,0.48004,0.864764,0.609665,0.419739
551,'2017/11/01 22:00:51:373',3,1,0.962393,0.026618,0.752941,0.827508,0.48004,0.864764,0.609665,0.419739
552,'2017/11/01 22:00:51:404',3,1,0.962149,0.026862,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
553,'2017/11/01 22:00:51:439',3,1,0.962149,0.02735,0.780392,0.827508,0.48004,0.864764,0.609665,0.419739
554,'2017/11/01 22:00:51:458',3,1,0.961905,0.027106,0.784314,0.827508,0.48004,0.864764,0.609665,0.419739
555,'2017/11/01 22:00:51:485',3,1,0.962149,0.027106,0.788235,0.827508,0.48004,0.864764,0.609665,0.419739
556,'2017/11/01 22:00:51:512',3,1,0.962637,0.027106,0.776471,0.827508,0.48004,0.864764,0.609665,0.419739
557,'2017/11/01 22:00:51:541',3,1,0.962882,0.027106,0.772549,0.827508,0.48004,0.864764,0.609665,0.419739
558,'2017/11/01 22:00:51:559',3,1,0.96337,0.02735,0.772549,0.827508,0.48004,0.864764,0.609665,0.419739
559,'2017/11/01 22:00:51:586',3,1,0.963858,0.027595,0.764706,0.827508,0.48004,0.864764,0.609665,0.419739
560,'2017/11/01 22:00:51:619',3,1,0.964347,0.02735,0.764706,0.827508,0.48004,0.864764,0.609665,0.419739
561,'2017/11/01 22:00:51:623',3,1,0.964591,0.02735,0.760784,0.827508,0.48004,0.864764,0.609665,0.419739
562,'2017/11/01 22:00:51:650',3,1,0.964835,0.027106,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
563,'2017/11/01 22:00:51:673',3,1,0.965324,0.02735,0.760784,0.827508,0.48004,0.864764,0.609665,0.419739
564,'2017/11/01 22:00:51:707',3,1,0.965568,0.02735,0.764706,0.827508,0.48004,0.864764,0.609665,0.419739
565,'2017/11/01 22:00:51:729',3,1,0.965568,0.02735,0.772549,0.827508,0.48004,0.864764,0.609665,0.419739
566,'2017/11/01 22:00:51:759',3,1,0.965324,0.02735,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
567,'2017/11/01 22:00:51:790',3,1,0.965568,0.027595,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
568,'2017/11/01 22:00:51:798',3,1,0.965568,0.027595,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
569,'2017/11/01 22:00:51:824',3,1,0.965812,0.027595,0.764706,0.827508,0.48004,0.864764,0.609665,0.419739
570,'2017/11/01 22:00:51:855',3,1,0.965812,0.027595,0.756863,0.827508,0.48004,0.864764,0.609665,0.419739
571,'2017/11/01 22:00:51:885',3,1,0.966056,0.02735,0.756863,0.827508,0.48004,0.864764,0.609665,0.419739
572,'2017/11/01 22:00:51:900',3,1,0.966056,0.027595,0.760784,0.827508,0.48004,0.864764,0.609665,0.419739
573,'2017/11/01 22:00:51:923',3,1,0.966056,0.027595,0.756863,0.827508,0.48004,0.864764,0.609665,0.419739
574,'2017/11/01 22:00:51:948',3,1,0.966789,0.02735,0.756863,0.827508,0.48004,0.864764,0.609665,0.419739
575,'2017/11/01 22:00:51:975',3,1,0.966545,0.027595,0.756863,0.827508,0.48004,0.864764,0.609665,0.419739
576,'2017/11/01 22:00:52:008',3,1,0.9663,0.028083,0.756863,0.827508,0.48004,0.864764,0.609665,0.419739
577,'2017/11/01 22:00:52:029',3,1,0.966056,0.028327,0.760784,0.827508,0.48004,0.864764,0.609665,0.419739
578,'2017/11/01 22:00:52:059',3,1,0.966056,0.028327,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
579,'2017/11/01 22:00:52:087',3,1,0.965812,0.028327,0.764706,0.827508,0.48004,0.864764,0.609665,0.419739
580,'2017/11/01 22:00:52:123',3,1,0.965324,0.028571,0.756863,0.827508,0.48004,0.864764,0.609665,0.419739
581,'2017/11/01 22:00:52:124',3,1,0.965324,0.028816,0.764706,0.827508,0.48004,0.864764,0.609665,0.419739
582,'2017/11/01 22:00:52:158',3,1,0.965324,0.028816,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
583,'2017/11/01 22:00:52:180',3,1,0.965324,0.028816,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
584,'2017/11/01 22:00:52:203',3,1,0.965324,0.028571,0.764706,0.827508,0.48004,0.864764,0.609665,0.419739
585,'2017/11/01 22:00:52:224',3,1,0.965568,0.028571,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
586,'2017/11/01 22:00:52:256',3,1,0.965812,0.028327,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
587,'2017/11/01 22:00:52:287',3,1,0.965812,0.028571,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
588,'2017/11/01 22:00:52:306',3,1,0.965812,0.028571,0.772549,0.827508,0.48004,0.864764,0.609665,0.419739
589,'2017/11/01 22:00:52:332',3,1,0.9663,0.028327,0.772549,0.827508,0.48004,0.864764,0.609665,0.419739
590,'2017/11/01 22:00:52:357',3,1,0.9663,0.028327,0.764706,0.827508,0.48004,0.864764,0.609665,0.419739
591,'2017/11/01 22:00:52:380',3,1,0.966545,0.028327,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
592,'2017/11/01 22:00:52:407',3,1,0.9663,0.028327,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
593,'2017/11/01 22:00:52:438',3,1,0.966545,0.028083,0.760784,0.827508,0.48004,0.864764,0.609665,0.419739
594,'2017/11/01 22:00:52:448',3,1,0.966545,0.028083,0.760784,0.827508,0.48004,0.864764,0.609665,0.419739
595,'2017/11/01 22:00:52:476',3,1,0.966545,0.028327,0.764706,0.827508,0.48004,0.864764,0.609665,0.419739
596,'2017/11/01 22:00:52:504',3,1,0.966545,0.028327,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
597,'2017/11/01 22:00:52:536',3,1,0.9663,0.028571,0.772549,0.827508,0.48004,0.864764,0.609665,0.419739
598,'2017/11/01 22:00:52:571',3,1,0.965812,0.028816,0.768627,0.827508,0.48004,0.864764,0.609665,0.419739
599,'2017/11/01 22:00:52:573',3,1,0.965812,0.028816,0.776471,0.827508,0.48004,0.864764,0.609665,0.419739
600,'2017/11/01 22:00:52:613',3,1,0.9663,0.028571,0.772549,0.827508,0.48004,0.864764,0.609665,0.419739
601,'2017/11/01 22:00:52:636',3,1,0.966545,0.028327,0.772549,0.827508,0.48004,0.864764,0.609665,0.419739
602,'2017/11/01 22:00:52:649',3,1,0.966545,0.028571,0.776471,0.827508,0.48004,0.864764,0.609665,0.419739
603,'2017/11/01 22:00:52:673',3,1,0.966789,0.028571,0.776471,0.827508,0.48004,0.864764,0.609665,0.419739
604,'2017/11/01 22:00:52:702',3,1,0.967277,0.028571,0.776471,0.827508,0.48004,0.864764,0.609665,0.419739
605,'2017/11/01 22:00:52:727',3,1,0.967033,0.028571,0.776471,0.827508,0.48004,0.864764,0.609665,0.419739
606,'2017/11/01 22:00:52:760',3,1,0.967033,0.028327,0.776471,0.827508,0.48004,0.864764,0.609665,0.419739
607,'2017/11/01 22:00:52:785',3,1,0.967033,0.028571,0.784314,0.827508,0.48004,0.864764,0.609665,0.419739
608,'2017/11/01 22:00:52:818',3,1,0.966789,0.028571,0.788235,0.827508,0.48004,0.864764,0.609665,0.419739
609,'2017/11/01 22:00:52:824',3,1,0.966545,0.028816,0.784314,0.827508,0.48004,0.864764,0.609665,0.419739
610,'2017/11/01 22:00:52:857',3,1,0.966545,0.02906,0.788235,0.827508,0.48004,0.864764,0.609665,0.419739
611,'2017/11/01 22:00:52:887',3,1,0.966545,0.02906,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
612,'2017/11/01 22:00:52:915',3,1,0.966789,0.02906,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
613,'2017/11/01 22:00:52:941',3,1,0.966545,0.02906,0.792157,0.827508,0.48004,0.864764,0.609665,0.419739
614,'2017/11/01 22:00:52:971',3,1,0.966545,0.029304,0.8,0.827508,0.48004,0.864764,0.609665,0.419739
615,'2017/11/01 22:00:52:974',3,1,0.966545,0.029304,0.8,0.827508,0.48004,0.864764,0.609665,0.419739
616,'2017/11/01 22:00:53:003',3,1,0.966545,0.02906,0.8,0.827508,0.48004,0.864764,0.609665,0.419739
617,'2017/11/01 22:00:53:036',3,1,0.9663,0.029304,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
618,'2017/11/01 22:00:53:067',3,1,0.9663,0.029304,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
619,'2017/11/01 22:00:53:084',3,1,0.9663,0.029304,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
620,'2017/11/01 22:00:53:098',3,1,0.9663,0.029548,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
621,'2017/11/01 22:00:53:123',3,1,0.9663,0.029304,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
622,'2017/11/01 22:00:53:148',3,1,0.9663,0.029304,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
623,'2017/11/01 22:00:53:173',3,1,0.9663,0.02906,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
624,'2017/11/01 22:00:53:203',3,1,0.9663,0.029304,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
625,'2017/11/01 22:00:53:236',3,1,0.966056,0.029548,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
626,'2017/11/01 22:00:53:258',3,1,0.966056,0.029548,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
627,'2017/11/01 22:00:53:291',3,1,0.966056,0.029548,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
628,'2017/11/01 22:00:53:299',3,1,0.966056,0.029548,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
629,'2017/11/01 22:00:53:324',3,1,0.966056,0.029548,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
630,'2017/11/01 22:00:53:351',3,1,0.9663,0.029548,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
631,'2017/11/01 22:00:53:374',3,1,0.9663,0.029548,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
632,'2017/11/01 22:00:53:400',3,1,0.966789,0.029548,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
633,'2017/11/01 22:00:53:423',3,1,0.967033,0.029304,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
634,'2017/11/01 22:00:53:456',3,1,0.967277,0.029304,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
635,'2017/11/01 22:00:53:477',3,1,0.967521,0.029548,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
636,'2017/11/01 22:00:53:505',3,1,0.967521,0.029304,0.8,0.827508,0.48004,0.864764,0.609665,0.419739
637,'2017/11/01 22:00:53:536',3,1,0.967521,0.029304,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
638,'2017/11/01 22:00:53:563',3,1,0.967521,0.029304,0.788235,0.827508,0.48004,0.864764,0.609665,0.419739
639,'2017/11/01 22:00:53:584',3,1,0.967033,0.029548,0.788235,0.827508,0.48004,0.864764,0.609665,0.419739
640,'2017/11/01 22:00:53:623',3,1,0.966545,0.029792,0.788235,0.827508,0.48004,0.864764,0.609665,0.419739
641,'2017/11/01 22:00:53:624',3,1,0.9663,0.029792,0.792157,0.827508,0.48004,0.864764,0.609665,0.419739
642,'2017/11/01 22:00:53:668',3,1,0.966056,0.030037,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
643,'2017/11/01 22:00:53:674',3,1,0.9663,0.030037,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
644,'2017/11/01 22:00:53:703',3,1,0.9663,0.029792,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
645,'2017/11/01 22:00:53:732',3,1,0.966545,0.029792,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
646,'2017/11/01 22:00:53:754',3,1,0.966545,0.029792,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
647,'2017/11/01 22:00:53:786',3,1,0.966545,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
648,'2017/11/01 22:00:53:798',3,1,0.9663,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
649,'2017/11/01 22:00:53:823',3,1,0.966545,0.030037,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
650,'2017/11/01 22:00:53:853',3,1,0.966545,0.029792,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
651,'2017/11/01 22:00:53:878',3,1,0.966545,0.030281,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
652,'2017/11/01 22:00:53:899',3,1,0.9663,0.030525,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
653,'2017/11/01 22:00:53:930',3,1,0.966056,0.030525,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
654,'2017/11/01 22:00:53:957',3,1,0.9663,0.030525,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
655,'2017/11/01 22:00:53:989',3,1,0.966056,0.030525,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
656,'2017/11/01 22:00:54:020',3,1,0.9663,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
657,'2017/11/01 22:00:54:023',3,1,0.9663,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
658,'2017/11/01 22:00:54:055',3,1,0.9663,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
659,'2017/11/01 22:00:54:084',3,1,0.9663,0.030037,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
660,'2017/11/01 22:00:54:111',3,1,0.966056,0.030281,0.823529,0.827508,0.48004,0.864764,0.609665,0.419739
661,'2017/11/01 22:00:54:141',3,1,0.965812,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
662,'2017/11/01 22:00:54:172',3,1,0.966056,0.030281,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
663,'2017/11/01 22:00:54:174',3,1,0.965812,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
664,'2017/11/01 22:00:54:203',3,1,0.965812,0.030281,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
665,'2017/11/01 22:00:54:233',3,1,0.966056,0.030281,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
666,'2017/11/01 22:00:54:269',3,1,0.966056,0.030281,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
